movie_name,Country,Release Date,Production Company,IMDB Rating,Metascore,TomatoMeter,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,Total Box Office,ROI
The Peanuts Movie,USA,06 Nov 2015,"Tom Cruise, Paramount Pictures, Skydance Productions, Bad Robot",7.4,75,80%,2015,182820100,99000000,130178411,119913199,G,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,0.0,89.0,250091610,252.62%
Point Break,"USA, Japan",12 Jul 1991,Walt Disney Animation Studios,8.0,78,78%,2015,207990100,100000000,28782481,97922110,PG-13,Contemporary Fiction,Remake,Live Action,Action,0.0,113.0,126704591,126.70%
The Martian,"UK, USA, Hungary, Jordan",02 Oct 2015,RatPac-Dune Entertainment,5.7,36,71%,2015,205110100,108000000,228433663,426837780,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,130.0,655271443,606.73%
Fantastic Four,"USA, Germany",08 Jul 2005,"Participant Media, Di Bonaventura Pictures, Leverage Entertainment, Closest to the Hole, Warner Bros. Records",7.1,68,49%,2015,185150100,120000000,56117548,111731639,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0.0,100.0,167849187,139.87%
Monster Trucks,"Canada, USA",13 Jan 2017,"Legendary Pictures, Atlas Entertainment, Blizzard Entertainment",6.8,32,15%,2015,195640100,125000000,33370166,28272632,PG-13,Science Fiction,Original Screenplay,Animation/Live Action,Adventure,0.0,104.0,61642798,49.31%
Ant-Man,USA,17 Jul 2015,"Color Force, Lionsgate Films",6.6,65,76%,2015,133110100,130000000,180202163,338656286,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0.0,117.0,518858449,399.12%
The Revenant,"USA, Hong Kong, Taiwan",08 Jan 2016,"20th Century Fox, Centropolis Entertainment, TSG Entertainment",5.2,32,81%,2015,210820100,135000000,183637894,349300408,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,156.0,532938302,394.77%
Teenage Mutant Ninja Turtles: Out of the Shadows,"USA, Hong Kong, China, Canada, Denmark, Germany, UK",03 Jun 2016,Fairview Entertainment,7.4,77,11%,2015,214470100,135000000,82051601,163276773,PG-13,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,1.0,112.0,245328374,181.72%
Kung Fu Panda 3,"USA, China",29 Jan 2016,"Bad Hat Harry, Donners&#39; Company, Kinberg Genre",6.9,52,82%,2015,181360100,140000000,143528619,374070523,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1.0,94.0,517599142,369.71%
Gods of Egypt,"USA, Australia, China, Hong Kong",26 Feb 2016,"Jerry Weintraub Productions, Beaglepug",6.2,44,91%,2015,201660100,140000000,31153464,107683292,PG-13,Fantasy,Original Screenplay,Live Action,Adventure,0.0,127.0,138836756,99.17%
Zootopia,USA,04 Mar 2016,"Syncopy, Atlas Entertainment, Warner Bros., Cruel and Unusual, DC Entertainment",6.4,44,85%,2015,218730100,150000000,341268248,678436100,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,108.0,1019704348,679.80%
Pan,"USA, UK, Australia",09 Oct 2015,Marvel Studios,7.8,75,58%,2015,201650100,150000000,35088320,116437653,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,111.0,151525973,101.02%
Deepwater Horizon,"USA, Hong Kong, China",30 Sep 2016,"Through Films, Focus World, Focus Features, Animal Kingdom",6.4,69,66%,2015,213250100,156000000,61433527,61170297,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,107.0,122603824,78.59%
Warcraft,"China, USA, Canada, Japan",10 Jun 2016,Dolphin Films,4.6,22,63%,2015,150020100,160000000,47225655,378296626,PG-13,Fantasy,Based on Game,Live Action,Action,0.0,123.0,425522281,265.95%
The Hunger Games: Mockingjay - Part 2,"USA, Germany, Canada, France",20 Nov 2015,"Snoot Entertainment, Lionsgate Films, Room 101 Inc., Vertigo Entertainment",5.0,47,79%,2015,178300100,160000000,281723902,367262885,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1.0,136.0,648986787,405.62%
Independence Day: Resurgence,USA,24 Jun 2016,"Platinum Dunes, Blumhouse Productions",6.0,55,18%,2015,193720100,165000000,103144286,281025138,PG-13,Science Fiction,Original Screenplay,Live Action,Action,1.0,119.0,384169424,232.83%
The Jungle Book,"UK, USA",15 Apr 2016,"Salon Pictures, Head Gear Films, Tempo Productions Limited",6.1,44,74%,2015,200440100,175000000,364001123,598853424,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0.0,105.0,962854547,550.20%
X-Men: Apocalypse,USA,27 May 2016,"David W. Griffith Corp., Epoch Producing Corporation",6.3,N/A,82%,2015,200750100,178000000,155442489,387095057,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1.0,136.0,542537546,304.80%
The Legend of Tarzan,"UK, Canada, USA, Australia",01 Jul 2016,Fiore Films,4.8,24,92%,2015,203600100,180000000,126643061,222258964,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,110.0,348902025,193.83%
Finding Dory,USA,17 Jun 2016,"BBC Films, Shoebox Films, Participant Media",6.7,63,35%,2015,189810100,200000000,486295561,534919632,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1.0,103.0,1021215193,510.61%
Batman v Superman: Dawn of Justice,USA,25 Mar 2016,3Pas Studios,6.0,54,93%,2015,196380100,250000000,330360194,537140087,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1.0,151.0,867500281,347.00%
Captain America: Civil War,USA,06 May 2016,N/A,7.0,N/A,18%,2015,202820100,250000000,408084349,731985064,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1.0,146.0,1140069413,456.03%
Spectre,"UK, USA, Austria, Mexico, Italy, Morocco",06 Nov 2015,"Broad Green Pictures, Orion Pictures, Busted Shark",5.0,32,24%,2015,194570100,300000000,200074175,679546748,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1.0,148.0,879620923,293.21%
Kicks,USA,09 Sep 2016,"Odd Lot Entertainment, Sidney Kimmel Entertainment, LBI Entertainment, Film 44, CBS Films",7.6,88,17%,2016,251660100,10000000,150191,0,R,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0.0,84.0,150191,1.50%
Max Steel,"UK, USA",14 Oct 2016,Taewon Entertainment,6.2,50,8%,2016,249550100,10000000,3818664,744416,PG-13,Science Fiction,Based on Toy,Live Action,Action,0.0,91.0,4563080,45.63%
Blair Witch,"Canada, USA",16 Sep 2016,"Weimaraner Republic Pictures, Ombra Films",6.3,59,8%,2016,265500100,10000000,20777061,18208516,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0.0,89.0,38985577,389.86%
The Purge: Election Year,"USA, Japan",01 Jul 2016,"The Weinstein Company, FilmNation Entertainment, Faliro House, The Combine",7.2,66,59%,2016,221760100,10000000,79042440,39472287,R,Science Fiction,Original Screenplay,Live Action,Horror,0.0,105.0,118514727,1185.15%
Churchill,UK,02 Jun 2017,New Line Cinema,6.3,63,87%,2016,280510100,10000000,1279681,6302515,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,110.0,7582196,75.82%
The Birth of a Nation,USA,21 Mar 1915,"Atomic Monster, Safran Company",6.5,62,79%,2016,228430100,10000000,15861566,1029445,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,118.0,16891011,168.91%
Gotti,"Canada, USA",14 Jun 2018,"Black Bicycle Entertainment, Waverly Films",5.8,41,87%,2016,246820100,10000000,4286367,1802733,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,110.0,6089100,60.89%
Denial,"UK, USA",21 Oct 2016,"Universal Pictures, Perfect World Pictures, Will Packer Productions",6.1,55,86%,2016,229850100,10000000,4073448,5190492,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,110.0,9263940,92.64%
How to Be a Latin Lover,"Mexico, USA",28 Apr 2017,"Likely Story, Route One Entertainment, Playtone",5.3,43,52/100,2016,263280100,10000000,32149404,30406824,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,115.0,62556228,625.56%
Sultan,India,06 Jul 2016,"C-SPAN, Transfilm, FilmNation, EuropaCorp",7.5,64,16%,2016,262920100,11000000,5599781,67390000,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,170.0,72989781,663.54%
Unforgettable,USA,20 Sep 2011,"Creative Scotland, DNA Films, Cloud Eight, Decibel Films",7.2,67,23%,2016,219970100,12000000,11368012,4853199,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,114.0,16221211,135.18%
Wish Upon,"USA, Canada",14 Jul 2017,Patriot Pictures,5.4,N/A,37%,2016,283400100,12000000,14301505,9175840,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0.0,89.0,23477345,195.64%
Hell or High Water,USA,26 Aug 2016,"Sony Music, Point Grey, Annapurna Pictures, Columbia Pictures",6.1,66,68%,2016,230560100,12000000,27007844,10576460,R,Contemporary Fiction,Original Screenplay,Live Action,Western,0.0,102.0,37584304,313.20%
The Shallows,USA,24 Jun 2016,"Savvy Media Holdings, Star Thrower Entertainment, Castle Rock Entertainment",6.5,54,63%,2016,238210100,13000000,55121623,63641819,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,87.0,118763442,913.56%
The Founder,"USA, Greece",20 Jan 2017,"Walden Media, Lionsgate, Participant Media, Mandeville Films",8.0,66,21%,2016,220760100,15000000,12786053,11617139,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,115.0,24403192,162.69%
Keanu,USA,29 Apr 2016,"Lucas &amp; Moore, Huayi Brothers, Merced Media Partners, Block Entertainment, PalmStar Media",6.2,60,39%,2016,232910100,15000000,20591853,96288,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,98.0,20688141,137.92%
Annabelle: Creation,USA,11 Aug 2017,"Matt Tolmach Productions, Paulilu Productions",5.2,51,17%,2016,255340100,15000000,102092201,203292664,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1.0,109.0,305384865,2035.90%
Home Again,USA,08 Sep 2017,"Allison Shearmur, Keep Your Head",6.5,58,81%,2016,270420100,15000000,27020284,10316590,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,97.0,37336874,248.91%
Almost Christmas,"USA, China",11 Nov 2016,"Scion Films, Electric City Entertainment",7.0,57,84%,2016,232880100,17000000,42065185,428321,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,107.0,42493506,249.96%
The Circle,"United Arab Emirates, USA, France",28 Apr 2017,2.4.7. Films,6.3,N/A,20%,2016,231580100,18000000,20497844,20154020,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,110.0,40651864,225.84%
Miss Sloane,"France, USA, UK, Canada",09 Dec 2016,"Apatow Productions, Party Over Here, The Lonely Island",6.7,68,31%,2016,264260100,18000000,3500605,4219025,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,132.0,7719630,42.89%
I Am Wrath,USA,15 Apr 2016,"Focus Features, Artina Films, Fade to Black Productions",7.5,67,14%,2016,227470100,18000000,0,309608,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,92.0,309608,1.72%
Sausage Party,"USA, Canada",12 Aug 2016,Warner Brothers/Seven Arts,6.6,50,37%,2016,208580100,19000000,97670358,43673897,R,Fantasy,Original Screenplay,Digital Animation,Comedy,0.0,85.0,141344255,743.92%
La La Land,"USA, Hong Kong",25 Dec 2016,"Paramount Pictures, Sony Classical, Scott Rudin Productions",7.2,79,56%,2016,230150100,20000000,151101803,275581874,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Musical,0.0,128.0,426683677,2133.42%
LBJ,USA,03 Nov 2017,"Reliance Entertainment, Universal Pictures, Walden Media, Pariah",7.2,43,86%,2016,235070100,20000000,2468683,38498,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,98.0,2507181,12.54%
Wonder,"USA, Hong Kong, Canada",17 Nov 2017,"Chernin Entertainment, Levantine Films",7.8,74,18%,2016,216880100,20000000,132422809,172181772,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,113.0,304604581,1523.02%
Bad Moms,USA,29 Jul 2016,"RatPac-Dune Entertainment, Panay Films, Primate Pictures",6.0,28,44%,2016,230490100,20000000,113257297,67741419,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,101.0,180998716,904.99%
Rough Night,USA,16 Jun 2017,"Village Roadshow Pictures, New Line Cinema, Wrigley Pictures, 21 Laps Entertainment",5.6,37,41%,2016,263130100,20000000,22105643,24738714,R,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0.0,101.0,46844357,234.22%
Nerve,USA,27 Jul 2016,"Alcon Entertainment, DMG Entertainment, Montecito Picture Company",5.5,22,83%,2016,254270100,20000000,38583626,32068658,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,96.0,70652284,353.26%
The History of Love,"France, Belgium, Canada, Romania",09 Nov 2016,"Waddieish Claretrap, Parkes/MacDonald, Vertigo Entertainment, Benderspink, Paramount Pictures International",4.5,25,72%,2016,230830100,20000000,0,476624,Not Rated,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,134.0,476624,2.38%
Popstar: Never Stop Never Stopping,"USA, China",03 Jun 2016,"Smokehouse, Allegiance Theater",6.5,55,71%,2016,232090100,20000000,9496130,40990,R,Contemporary Fiction,Based on Web Series,Live Action,Comedy,0.0,86.0,9537120,47.69%
Diary of a Wimpy Kid: The Long Haul,USA,19 May 2017,Qwerty Films,6.8,71,11%,2016,266810100,22000000,20738724,14870853,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1.0,91.0,35609577,161.86%
Nocturnal Animals,USA,09 Dec 2016,N/A,7.4,N/A,97%,2016,229840100,22500000,10663357,21735324,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,116.0,32398681,143.99%
Going in Style,USA,07 Apr 2017,Amazon Studios/Bleecker Street Media,6.6,78,67%,2016,235180100,24000000,45018541,33654038,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0.0,96.0,78672579,327.80%
Fences,"USA, Canada",25 Dec 2016,Arka Mediaworks,8.2,N/A,48/100,2016,265490100,24000000,57682904,6599977,PG-13,Historical Fiction,Based on Play,Live Action,Drama,0.0,133.0,64282881,267.85%
Hidden Figures,USA,06 Jan 2017,"Southpaw Entertainment, Los Angeles Media Fund, Huayi Brothers",6.4,33,37%,2016,241830100,25000000,169607287,62164429,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,126.0,231771716,927.09%
Fist Fight,USA,17 Feb 2017,"Chernin Entertainment, TSG Entertainment",6.0,51,34%,2016,242090100,25000000,32187017,8099399,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,91.0,40286416,161.15%
Father Figures,USA,22 Dec 2017,"Broadway Video Entertainment, Little Stranger Inc.",6.6,57,88%,2016,236880100,25000000,17501244,3537197,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,113.0,21038441,84.15%
Rings,USA,03 Feb 2017,"Good Universe, Perfect World Pictures",5.7,58,56%,2016,222940100,25000000,27793018,55124265,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0.0,102.0,82917283,331.67%
Money Monster,USA,13 May 2016,"Lakeshore Entertainment, Sketch Films",5.8,23,66%,2016,227640100,27000000,41012075,52454020,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,98.0,93466095,346.17%
Florence Foster Jenkins,"UK, France",12 Aug 2016,"21 Laps Entertainment, TSG Entertainment, Red Hour Productions",6.2,39,23%,2016,217870100,29000000,27383770,28616569,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,110.0,56000339,193.10%
Ballerina,France,03 Nov 2007,Hannibal Pictures,5.2,30,72%,2016,278880100,30000000,21858070,75048370,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,89.0,96906440,323.02%
The Lost City of Z,USA,21 Apr 2017,"Hutch Parker Entertainment, Closest to the Hole, Bluegrass Films, Leverage Entertainment",7.4,69,20%,2016,145440100,30000000,8574339,8547484,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Action,0.0,140.0,17121823,57.07%
Baahubali 2: The Conclusion,India,28 Apr 2017,"Tunnel Post, Kylin Pictures, Pandemonium, Demarest Films, Cross Creek Pictures, IM Global",8.1,71,90%,2016,288750100,30000000,18985794,244517120,Not Rated,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,1.0,167.0,263502914,878.34%
Bilal: A New Breed of Hero,"United Arab Emirates, USA",02 Feb 2018,"Gary Sanchez Productions, New Line Cinema, Good Universe, Village Roadshow Pictures",5.6,30,56%,2016,265190100,30000000,490973,157626,PG-13,Dramatization,Based on Real Life Events,Digital Animation,Adventure,0.0,103.0,648599,2.16%
The Space Between Us,USA,03 Feb 2017,"Lionsgate Films, Millennium Films, Chartoff-Winkler Productions",5.7,38,44%,2016,237900100,30000000,7885294,8596111,PG-13,Science Fiction,Original Screenplay,Live Action,Drama,0.0,121.0,16481405,54.94%
Birth of the Dragon,"China, Canada, USA",25 Aug 2017,"Will Packer Productions, Cubevision",5.9,32,76%,2016,247810100,31000000,6901965,318525,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Action,0.0,91.0,7220490,23.29%
Mike and Dave Need Wedding Dates,USA,08 Jul 2016,"Open Road, Gulfstream Pictures, ToonBox Entertainment",5.4,36,51%,2016,221570100,33000000,46009673,29888427,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,98.0,75898100,229.99%
Whiskey Tango Foxtrot,USA,04 Mar 2016,Constantin Film,5.5,49,33%,2016,248980100,35000000,23083334,2267413,R,Dramatization,Based on Factual Book/Article,Live Action,Comedy,0.0,111.0,25350747,72.43%
Neighbors 2: Sorority Rising,"USA, China",20 May 2016,"Apaches Entertainment, La Trini, Telecinco Cinema",7.5,76,65%,2016,208990100,35000000,55340730,53416891,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1.0,92.0,108757621,310.74%
Underworld: Blood Wars,USA,06 Jan 2017,"Morgan Creek Productions, Codeblack Films, Program Pictures",5.8,38,18%,2016,232130100,35000000,30353973,50855249,R,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,1.0,91.0,81209222,232.03%
Why Him?,"USA, Cambodia",23 Dec 2016,"Sony Classical, Universal Pictures, Reliance Entertainment, Marc Platt Productions",6.5,48,60%,2016,241820100,38000000,60323786,57101370,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,111.0,117425156,309.01%
USS Indianapolis: Men of Courage,USA,14 Oct 2016,"Bluegrass Films, Entertainment 360",5.8,42,43%,2016,262080100,40000000,0,1663785,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,110.0,1663785,4.16%
Patriots Day,"Hong Kong, USA",13 Jan 2017,"Sikelia, EFO Films, G&amp;G, YLK",7.2,79,64%,2016,227960100,40000000,31886361,20951628,R,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0.0,130.0,52837989,132.09%
Hacksaw Ridge,"Australia, USA",04 Nov 2016,"21 Laps Entertainment, FilmNation, Lava Bear Films",7.9,81,30%,2016,223030100,40000000,67209615,101695067,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,138.0,168904682,422.26%
The House,USA,30 Jun 2017,Good Films,7.0,66,54%,2016,224910100,40000000,25584504,5607921,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,88.0,31192425,77.98%
Mechanic: Resurrection,"USA, France, Bulgaria, Germany",26 Aug 2016,"RatPac-Dune Entertainment, New Line Cinema, Principato-Young Entertainment, Bluegrass Films",6.3,52,49%,2016,220230100,40000000,21218403,88520437,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1.0,98.0,109738840,274.35%
Ride Along 2,USA,15 Jan 2016,"Michael De Luca, Perfect World Pictures",4.6,33,76%,2016,204730100,40000000,90862685,33964631,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1.0,102.0,124827316,312.07%
The Nut Job 2: Nutty by Nature,Canada,11 Aug 2017,"Laika, Focus Features",7.8,84,18%,2016,202810100,40000000,28370522,29067867,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,1.0,91.0,57438389,143.60%
